"","xxxstd","samp.depth"
"2012",0.792028465550975,47
"2011",0.773329551047714,47
"2010",0.801101575761888,47
"2009",0.790629910168177,47
"2008",0.752116504628336,47
"2007",1.03102372017806,47
"2006",1.19203688137103,47
"2005",1.18476467804719,47
"2004",0.958052149417279,47
"2003",1.05192815474029,47
"2002",0.972316466363329,47
"2001",1.04680567722914,47
"2000",1.21269435804535,47
"1999",1.20026147849947,47
"1998",1.19124554805082,47
"1997",0.829883272269845,47
"1996",0.868794506483652,47
"1995",1.01571193287582,47
"1994",1.10224402250343,47
"1993",0.956321277952697,47
"1992",0.959376017749445,47
"1991",0.621930228428629,47
"1990",0.388236708927323,47
"1989",1.0898250927535,47
"1988",0.894332892842004,47
"1987",0.918223904313597,47
"1986",0.609434848228834,47
"1985",1.09797914381232,47
"1984",1.17096894612057,47
"1983",1.07600463661175,47
"1982",1.20194254252869,47
"1981",0.843675632832851,47
"1980",1.23534037337197,47
"1979",1.46318536103623,47
"1978",1.35545659149418,47
"1977",1.30840524417213,47
"1976",0.9633022284026,47
"1975",0.973300072155647,47
"1974",0.838001514044946,47
"1973",0.784448869550103,47
"1972",1.06332475004028,47
"1971",1.30877241423376,47
"1970",1.37864524881487,47
"1969",1.10286064580372,47
"1968",1.03992243180097,47
"1967",0.979542528082554,47
"1966",0.852233963050619,47
"1965",0.967982705719594,47
"1964",0.799333082685397,47
"1963",0.884754310804383,47
"1962",0.913880576556382,47
"1961",0.911552113905064,47
"1960",0.951675084934477,47
"1959",0.611877834244571,46
"1958",0.572337084559505,46
"1957",0.683520374592098,46
"1956",0.972756119928324,46
"1955",0.972851187915913,46
"1954",1.36851262232257,46
"1953",0.907643765344073,46
"1952",0.724323408028227,46
"1951",0.515684062825031,46
"1950",1.07326775023731,46
"1949",1.06267454267513,46
"1948",1.2052028243498,46
"1947",1.12731150195864,46
"1946",1.09020412006032,46
"1945",0.809583511995172,46
"1944",0.87454528607429,46
"1943",1.35804699253347,46
"1942",1.06727835691761,46
"1941",1.1231468566122,46
"1940",1.2263271569307,46
"1939",0.861645865528651,46
"1938",0.527528526522582,46
"1937",0.789602424427811,46
"1936",0.70077084745653,45
"1935",1.05069972106433,45
"1934",1.00668455507773,45
"1933",1.01253969921511,45
"1932",0.915361446600751,45
"1931",0.804583515883292,45
"1930",1.05804086101835,43
"1929",1.09970691743956,43
"1928",0.744130044193113,43
"1927",0.539400414797263,43
"1926",0.541300385451462,43
"1925",0.826809984910389,43
"1924",0.73437190161017,42
"1923",0.771595757836355,41
"1922",0.960096660923741,41
"1921",0.753199485535755,41
"1920",0.847145393027586,41
"1919",0.672228884377143,41
"1918",1.01132435221967,41
"1917",1.11589317804026,40
"1916",1.03565715362677,40
"1915",0.981815432876236,40
"1914",0.998763538218773,40
"1913",1.04315996704224,40
"1912",0.873270587631091,39
"1911",1.08481629582262,39
"1910",1.01550204425466,39
"1909",0.996597792898552,39
"1908",1.00291713816903,39
"1907",1.02140623287931,39
"1906",1.06903817952153,39
"1905",1.19272842079379,38
"1904",1.30887621644137,38
"1903",1.15190730956392,38
"1902",1.36397078953659,38
"1901",1.14725852648358,38
"1900",0.849805396299233,38
"1899",1.08547294273442,37
"1898",0.888303835644623,37
"1897",0.91638285298336,37
"1896",0.776988597491415,37
"1895",0.84476274787921,37
"1894",0.845220474354038,37
"1893",1.20093972051888,36
"1892",1.07588946727519,36
"1891",0.851826384123152,36
"1890",1.06657349447669,36
"1889",0.965386677568482,36
"1888",0.75592906179728,35
"1887",0.793390088498584,35
"1886",1.09946812846685,34
"1885",0.982556990198466,34
"1884",0.897311540616602,34
"1883",0.96383527591282,33
"1882",1.15285507049744,32
"1881",1.10051962679361,32
"1880",1.40054398072606,32
"1879",1.57596940530806,32
"1878",1.32446906941832,31
"1877",1.04187580981174,31
"1876",1.02043692413072,31
"1875",0.871375920147699,31
"1874",0.929616132663027,31
"1873",0.636847240168656,31
"1872",0.950221019362955,30
"1871",0.959059149035564,29
"1870",0.847150738951838,29
"1869",0.835955281607465,28
"1868",0.600556617937365,27
"1867",0.937374362331354,26
"1866",0.873914904830674,26
"1865",1.10680625664964,25
"1864",0.961737727647136,24
"1863",0.893241985805107,24
"1862",1.12878842512237,23
"1861",0.731409483633558,23
"1860",0.938099567702797,23
"1859",1.31117969071156,22
"1858",1.18744915578236,21
"1857",1.00453728682556,20
"1856",1.19097881444393,20
"1855",0.838198409879784,19
"1854",0.951514480660317,19
"1853",1.01341253220196,19
"1852",1.21888135747399,16
"1851",0.951788405668318,16
"1850",0.645428611737622,16
"1849",1.22046816622318,15
"1848",0.951176412051911,15
"1847",1.12414533286432,15
"1846",1.20213422237091,15
"1845",1.18358025324444,15
"1844",0.934620439741162,15
"1843",0.878252461866446,15
"1842",0.802171205943314,15
"1841",1.04460498878359,15
"1840",1.13141257709634,14
"1839",0.991982812008746,14
"1838",1.08824323773741,14
"1837",1.05662809780425,14
"1836",1.0781684949833,14
"1835",1.15772267261058,14
"1834",1.09223858220509,13
"1833",0.943722318635063,12
"1832",0.983486271269255,12
"1831",1.17594686420547,12
"1830",1.12973353800402,12
"1829",1.11745594172819,11
"1828",1.19860027273053,11
"1827",1.18436110555083,11
"1826",1.28012783536347,11
"1825",0.7696705152856,10
"1824",0.662391974994557,9
"1823",1.0162645308921,9
"1822",0.984556712780932,9
"1821",1.12007356245716,8
"1820",1.15167910433364,8
"1819",1.04514271096491,8
"1818",0.640378079725848,8
"1817",0.965390780517291,7
"1816",0.759185029224483,7
"1815",0.933962337368106,7
"1814",0.885006495383216,7
"1813",0.765882477508845,7
"1812",0.942726213844734,7
"1811",1.03067749802775,7
"1810",0.850567199868171,7
"1809",0.872244973448111,7
"1808",0.902288143560438,7
"1807",0.709510386614018,7
"1806",0.793458304838477,7
"1805",0.92948359421905,7
"1804",0.601660676480348,7
"1803",0.596538364178421,6
"1802",0.47603812687537,6
"1801",0.553907807512597,6
"1800",0.933834854841996,6
"1799",0.526017131816942,6
"1798",0.803277056883397,5
"1797",0.517399149246203,4
"1796",0.640011124549245,4
"1795",0.905544468955496,4
"1794",1.4166750125944,4
"1793",1.07523410047013,4
"1792",1.18647567469474,4
"1791",1.0489121016659,3
"1790",1.19123510448085,3
"1789",1.500556412381,2
"1788",1.06155788433078,2
"1787",1.29420308579606,2
"1786",1.0922264430676,2
"1785",1.37870288189474,2
"1784",1.2563021625211,2
"1783",1.11474446978603,2
"1782",1.43555382286514,2
"1781",1.54979078904516,2
"1780",1.00987558467115,2
"1779",0.980897395743622,2
"1778",0.955705456876239,2
"1777",0.701811682990943,2
"1776",1.45674229368013,2
"1775",0.485126983718457,2
"1774",0.835097949724226,1
"1773",1.27615021948644,1
"1772",0.962914780444987,1
"1771",1.05397736449333,1
"1770",0.87497547877396,1
"1769",0.968955060891525,1
"1768",0.152771531120013,1
