Transect,Species,Elev,Tree,Core,TreeID,Tag,Path identification,Site identification,YearLastRing,Sapwood,Tree height,Tree age,SectionHeight,User variable,RingCount,DataType,OffsetToNext,ImageName,Analysis Date Time,Acquisition Date Time,Modified Date Time,ImageSizeH V NBits Channel,CalibMethod XCal YCal EditedDendro,ScannerCamera Make Model Software,LensFocLength [35mm],PathBegX BegY EndX EndY Width,RingBoundary AutoMan Meth Precise,EarlywoodDef,DensActive Media Calib,DensNSteps MatDens Interpol SampleThick,DensStepsThick,DensStepsLightInt,DensStepsWoodDens,DiskArea,DiskPerim,DiskAvgDiam,DiskFormCoef,CompWoodArea,VoidArea,PathLength,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,TSHE,H,1C,A,1C-A,WA-TSHE-H-1C-A,,,2013,0,0,0,0,0,86,RINGWIDTH,1,NotAFile,3/6/14 16:54,                   ,,3347 10712 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],389.0000 10497.0000 469.0000 568.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,210.1184,1.38,1.655,1.516,1.611,1.227,2.262,2.472,1.805,1.023,1.163,1.164,1.1,0.994,1.607,1.46,1.862,1.587,1.481,1.411,1.615,1.608,2.391,2.512,1.91,1.312,2.341,2.222,2.913,2.982,3.907,3.974,3.151,4.062,2.179,1.841,2.2,2.474,3.129,1.882,2.467,2.771,3.809,2.814,2.962,3.28,2.729,2.306,2.249,3.516,4.385,5.785,4.019,2.281,2.402,1.752,2.622,3.022,2.343,2.799,2.87,2.743,2.194,1.4,2.047,1.552,2.232,1.821,1.967,1.613,1.883,2.028,2.172,1.668,2.158,3.537,1.543,3.131,2.842,2.205,3.862,3.594,2.932,4.021,3.258,2.911,0.993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,TSHE,H,1C,B,1C-B,WA-TSHE-H-1C-B,,,2013,0,0,0,0,0,109,RINGWIDTH,1,NotAFile,3/6/14 16:54,                   ,,3347 10712 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],2818.0000 10455.0000 2758.0000 3127.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,155.076,0.402,0.589,0.442,0.59,0.568,1.577,1.926,1.267,0.416,0.603,0.889,0.783,0.676,1.03,0.969,1.08,1.56,1.09,1.191,0.859,0.65,1.509,1.57,1.182,0.769,0.812,0.687,0.771,0.729,1.167,1.405,1.208,1.696,0.91,1.053,0.97,1.072,1.101,1.178,1.372,1.003,1.045,0.965,0.944,1.249,1.082,1.042,0.819,1.273,1.655,1.603,1.02,0.625,0.563,0.583,0.914,0.684,0.539,1.285,1.704,2.074,1.511,0.983,0.779,0.701,1.478,0.994,1.305,1.396,1.58,1.665,2.543,1.494,1.95,2.28,1.018,1.521,1.464,1.214,2.03,1.463,0.92,1.82,1.707,1.894,1.6,0.939,1.185,1.925,1.256,1.43,1.047,1.147,2.123,1.496,1.107,1.614,2.27,2.534,2.971,2.743,3.343,3.063,2.15,2.195,2.863,2.647,3.534,3.689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,TSHE,H,1N,A,1N-A,WA-TSHE-H-1N-A,,,2013,0,0,0,0,0,94,RINGWIDTH,1,NotAFile,3/6/14 17:06,                   ,,2618 11342 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],915.0000 9224.0000 305.0000 617.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,182.5905,1.823,1.349,0.965,1.193,0.799,1.032,0.888,1.095,0.698,0.974,1.135,1.412,1.519,2.026,1.14,1.508,0.964,0.948,1.246,1.163,0.741,1.283,1.247,1.606,1.099,1.184,1.22,1.498,1.203,1.941,2.066,1.206,1.668,1.693,1.565,1.244,1.117,1.415,1.565,1.481,1.476,2.079,2.108,1.709,1.586,1.693,2.875,1.942,2.322,2.684,2.729,2.116,2.093,2.256,1.287,2.069,2.13,1.553,2.276,2.264,2.484,2.921,2.27,2.429,2.152,2.34,2.29,2.503,1.942,1.451,1.659,2.645,2.279,2.14,2.07,2.148,2.104,1.95,2.119,3.303,2.609,2.13,2.029,2.256,2.497,3.275,2.936,2.398,2.726,2.358,3.345,3.486,3.903,1.672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,TSHE,H,1N,B,1N-B,WA-TSHE-H-1N-B,,,2013,0,0,0,0,0,99,RINGWIDTH,1,NotAFile,3/6/14 17:06,                   ,,2618 11342 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],2414.0000 11155.0000 1767.0000 1579.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,203.101,0.927,1.036,0.781,1.138,0.736,0.865,0.59,1.558,0.998,1.18,1.064,1.164,1.221,1.18,0.932,1.519,1.089,1.345,1.203,1.369,1.05,1.409,1.284,1.476,1.454,1.309,1.438,1.413,1.555,1.575,1.501,1.142,1.67,1.46,1.206,1.142,1.1,1.354,1.396,1.565,1.671,1.735,2.433,2.285,2.305,1.776,2.473,1.777,2.094,2.346,2.852,1.903,1.903,2.601,1.397,2.582,2.264,1.967,2.365,2.724,2.562,2.778,2.474,2.14,2.199,2.918,2.981,3.992,2.78,2.129,2.189,2.848,3.086,2.866,2.8,2.98,2.61,2.86,2.537,3.385,2.835,3.148,2.961,2.73,2.809,3.661,3.449,2.734,0.76,2.579,0.745,2.45,3.763,3.511,3.945,3.7,3.938,3.086,0.973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,TSHE,H,2C,A,2C-A,WA-TSHE-H-2C-A,,,2013,0,0,0,0,0,110,RINGWIDTH,1,NotAFile,3/6/14 17:22,                   ,,2126 13468 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],238.0000 11342.0000 520.0000 610.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,226.3194,1.713,1.625,0.886,0.802,0.654,1.034,1.393,1.119,0.76,0.823,1.14,0.989,1.458,2.03,1.988,1.65,1.502,1.775,1.836,1.989,1.518,1.502,1.566,1.82,1.371,1.526,1.185,1.27,1.202,1.376,1.35,1.924,1.424,1.174,1.403,0.711,0.819,0.84,1.045,0.834,1.126,1.251,1.2,1.138,1.096,1.342,1.773,1.119,1.624,2.113,1.754,1.646,1.479,0.928,1.055,1.033,0.675,1.476,1.959,2.031,1.587,1.079,2.116,2.026,1.437,1.52,1.706,1.847,2.075,2.618,2.314,2.307,2.687,2.989,1.549,2.473,2.767,1.579,2.46,1.754,0.93,0.887,1.693,2.214,2.883,2.622,2.857,3.654,3.342,4.452,3.26,3.023,2.544,2.982,2.401,2.587,2.94,2.746,3.034,3.46,3.654,3.623,4.093,4.204,4.115,4.707,3.755,4.601,4.133,4.248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,TSHE,H,2C,B,2C-B,WA-TSHE-H-2C-B,,,2013,0,0,0,0,0,117,RINGWIDTH,1,NotAFile,3/6/14 17:22,                   ,,2126 13468 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],1639.0000 13104.0000 1958.0000 357.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,269.8284,1.421,0.972,1.27,1.333,2.288,2.423,2.346,1.476,1.306,1.914,1.707,2.055,2.172,2.365,1.93,1.654,1.574,0.888,0.661,0.874,2.34,2.586,2.497,1.853,0.667,1.277,1.158,1.415,2.071,2.497,1.947,2.095,1.566,1.629,1.752,0.972,1.33,1.097,1.644,1.651,1.734,1.343,1.554,2.67,2.067,2.3,2.24,2.015,2.588,2.704,2.365,2.044,1.648,1.204,1.18,1.055,0.802,1.943,2.412,1.987,1.545,1.037,1.185,1.037,1.439,1.058,1.397,1.058,0.698,1.182,1.458,1.501,1.797,2.579,1.391,2.309,2.613,2.239,3.231,2.533,2.185,2.452,2.665,3.005,3.89,3.382,3.976,3.721,2.961,4.688,3.847,4.521,4.138,3.999,3.513,3.679,4.707,4.231,4.505,4.465,4.496,4.205,4.423,3.428,3.277,4.166,3.738,3.887,3.437,3.46,3.262,4.818,2.1,0.584,0.518,0.334,0.801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,TSHE,H,2N,A,2N-A,WA-TSHE-H-2N-A,,,2013,0,0,0,0,0,131,RINGWIDTH,1,NotAFile,3/6/14 17:58,                   ,,2284 12228 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],458.0000 11920.0000 442.0000 545.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,239.6426,0.656,1.468,1.689,1.118,0.951,0.846,1.348,1.756,1.839,2.517,1.645,1.845,2.093,3.009,2.792,2.448,2.619,2.47,1.596,1.676,2.504,3.662,4.024,3.446,2.006,1.962,2.969,3.229,3.299,4.209,4.995,4.482,3.034,2.916,2.06,1.944,2.262,1.312,1.861,1.502,2.466,2.316,2.612,2.298,1.753,2.178,1.439,0.948,1.187,0.839,1.639,2.229,2.127,1.901,1.258,0.878,1.005,0.837,0.44,1.468,1.974,1.745,1.596,0.989,1.264,1.285,1.668,1.773,1.686,1.016,1.057,1.078,1.839,1.983,1.456,1.879,0.949,0.969,1.283,0.799,1.155,0.971,0.821,0.549,0.865,1.2,1.329,1.535,1.487,1.344,0.983,1.389,0.8,0.967,0.984,1.151,0.751,1.239,2.139,2.033,1.424,1.301,1.661,1.308,1.129,1.673,1.384,1.361,1.502,2.382,1.205,1.527,1.36,1.272,1.588,1.566,1.79,1.456,1.794,1.677,1.969,1.837,1.895,1.559,2.384,1.87,3.23,2.854,3.744,3.614,1.409,,,,,,,,,,,,,,,,,,,,,,,,,
WA,TSHE,H,2N,B,2N-B,WA-TSHE-H-2N-B,,,2013,0,0,0,0,0,119,RINGWIDTH,1,NotAFile,3/6/14 17:58,                   ,,2284 12228 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],1931.0000 10283.0000 1938.0000 2942.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,155.346,0.379,0.968,0.127,0.719,5.041,1.139,0.886,2.984,1.028,1.282,1.242,1.418,1.629,0.605,1.887,2.504,0.316,3.527,1.987,0.995,0.972,1.237,1.029,0.757,1.474,1.729,1.646,1.474,1.472,0.587,1.169,1.309,0.104,0.125,0.612,2.027,1.446,1.517,3.293,1.183,1.374,1.86,1.374,1.671,1.82,1.753,0.728,1.99,0.165,2.539,3.183,1.155,1.389,2.719,1.663,1.514,0.293,1.569,1.403,2.171,1.21,0.355,1.909,0.105,2.884,0.695,1.428,0.105,1.298,0.859,1.443,0.71,1.086,1.247,1.21,0.837,0.86,0.126,1.512,0.48,1.673,0.247,1.813,1.431,0.223,1.393,0.666,1.201,1.373,0.122,0.876,1.118,1.057,0.913,1.12,2.572,1.875,1.686,1.685,1.595,1.224,1.763,0.187,1.331,1.164,0.96,0.966,0.653,0.802,1.267,1.647,0.23,0.987,0.204,2.031,2.261,0.792,1.207,0.448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,TSHE,H,2N,A,2N-A,WA-TSHE-H-2N-A,,,2013,0,0,0,0,0,130,RINGWIDTH,1,WA-TSHE-H-2N-BOTH.tif,3/7/14 9:07,                   ,,2284 12228 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],458.0000 11920.0000 442.0000 545.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,239.6426,1.414,1.693,1.136,0.951,0.846,1.348,1.756,1.839,2.517,1.645,1.845,2.093,3.009,2.792,2.448,2.619,2.47,1.596,1.676,2.504,3.662,4.024,3.446,2.006,1.962,2.969,3.229,3.299,4.209,4.995,4.482,3.034,2.916,2.06,1.944,2.262,1.312,1.861,1.502,2.466,2.316,2.612,2.298,1.753,2.178,1.439,0.948,1.187,0.839,1.639,2.229,2.127,1.901,1.258,0.878,1.005,0.837,0.44,1.468,1.974,1.745,1.596,0.989,1.264,1.285,1.668,1.773,1.686,1.016,1.057,1.078,1.839,1.983,1.456,1.879,0.949,0.969,1.283,0.799,1.155,0.971,0.821,0.549,0.865,1.2,1.329,1.535,1.487,1.344,0.983,1.389,0.8,0.967,0.984,1.151,0.751,1.239,2.139,2.033,1.424,1.301,1.661,1.308,1.129,1.673,1.384,1.361,1.502,2.382,1.205,1.527,1.36,1.272,1.588,1.566,1.79,1.456,1.794,1.677,1.969,1.837,1.895,1.559,2.384,1.87,3.23,2.854,3.744,3.614,1.409,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,TSHE,H,2N,B,2N-B,WA-TSHE-H-2N-B,,,2013,0,0,0,0,0,119,RINGWIDTH,1,WA-TSHE-H-2N-BOTH.tif,3/7/14 9:07,                   ,,2284 12228 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],1931.0000 10283.0000 1938.0000 2942.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,155.346,0.379,0.968,0.127,0.719,5.041,1.139,0.886,2.984,1.028,1.282,1.242,1.418,1.629,0.605,1.887,2.504,0.316,3.527,1.987,0.995,0.972,1.237,1.029,0.757,1.474,1.729,1.646,1.474,1.472,0.587,1.169,1.309,0.104,0.125,0.612,2.027,1.446,1.517,3.293,1.183,1.374,1.86,1.374,1.671,1.82,1.753,0.728,1.99,0.165,2.539,3.183,1.155,1.389,2.719,1.663,1.514,0.293,1.569,1.403,2.171,1.21,0.355,1.909,0.105,2.884,0.695,1.428,0.105,1.298,0.859,1.443,0.71,1.086,1.247,1.21,0.837,0.86,0.126,1.512,0.48,1.673,0.247,1.813,1.431,0.223,1.393,0.666,1.201,1.373,0.122,0.876,1.118,1.057,0.913,1.12,2.572,1.875,1.686,1.685,1.595,1.224,1.763,0.187,1.331,1.164,0.96,0.966,0.653,0.802,1.267,1.647,0.23,0.987,0.204,2.031,2.261,0.792,1.207,0.448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
