State,Species,Elev,Tree,Core,TreeID,Tag,Path identification,Site identification,YearLastRing,Sapwood,Tree height,Tree age,SectionHeight,User variable,RingCount,DataType,OffsetToNext,ImageName,Analysis Date Time,Acquisition Date Time,Modified Date Time,ImageSizeH V NBits Channel,CalibMethod XCal YCal EditedDendro,ScannerCamera Make Model Software,LensFocLength [35mm],PathBegX BegY EndX EndY Width,RingBoundary AutoMan Meth Precise,EarlywoodDef,DensActive Media Calib,DensNSteps MatDens Interpol SampleThick,DensStepsThick,DensStepsLightInt,DensStepsWoodDens,DiskArea,DiskPerim,DiskAvgDiam,DiskFormCoef,CompWoodArea,VoidArea,PathLength,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,ABLA,L,01H,A,01H-A,CO-ABLA-L-01H-A,,,2013,0,0,0,0,0,74,RINGWIDTH,1,CO-ABLA-L-01H-BOTH.tif,5/2/2014 9:44,,,2618 13390 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],614.0000 13066.0000 434.0000 3744.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,197.3032,0.464,1.015,1.403,1.529,1.636,1.323,1.089,1.436,0.932,0.961,0.855,1.388,1.387,1.659,2.536,2.042,2.081,2.401,1.975,2.277,1.991,2.165,2.283,2.218,3.082,2.309,2.55,2.256,2.403,2.88,2.862,3.211,3.539,3.673,3.677,2.896,3.802,3.616,3.278,3.064,3.25,3.459,4.091,5.012,4.548,4.541,4.882,4.422,3.351,3.907,3.453,2.992,2.845,2.584,2.283,2.245,1.789,2.366,2.574,2.384,2.222,1.794,1.648,1.806,2.156,2.393,1.893,1.908,1.8,3.059,2.698,2.502,1.499,1.171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,ABLA,L,01H,B,01H-B,CO-ABLA-L-01H-B,,,2013,0,0,0,0,0,74,RINGWIDTH,1,CO-ABLA-L-01H-BOTH.tif,5/2/2014 9:44,,,2618 13390 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],2097.0000 13295.0000 2212.0000 1029.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,259.5772,0.16,0.254,0.465,0.654,0.822,0.824,0.93,0.972,1.205,0.822,0.737,0.505,1.009,1.071,1.239,1.644,1.246,1.376,1.755,1.695,2.312,3.327,1.88,2.247,2.526,3.342,2.792,2.22,2.24,2.602,2.444,2.264,2.292,2.562,3.313,3.313,2.235,3.426,3.51,3.148,3.828,3.627,3.738,4.689,5.047,4.327,4.894,5.207,4.984,3.675,3.949,3.52,3.019,2.914,2.537,2.243,2.627,1.926,2.254,2.696,2.529,2.304,2.022,1.69,1.606,1.892,1.661,0.362,1.536,1.344,1.943,3.119,3.321,14.229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,ABLA,L,01L,A,01L-A,CO-ABLA-L-01L-A,,,2013,0,0,0,0,0,33,RINGWIDTH,1,CO-ABLA-L-01L-both.tif,5/2/2014 9:45,,,3879 11046 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],576.0000 7830.0000 609.0000 2043.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,122.463,2.777,3.106,3.513,6.369,2.899,2.782,4.481,4.188,4.521,4.657,4.15,3.69,4.291,4.979,4.272,3.607,4.82,5.608,4.761,4.634,4.38,3.192,2.739,2.88,2.902,2.892,2.318,2.927,2.082,2.36,2.202,2.739,0.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,ABLA,L,01L,B,01L-B,CO-ABLA-L-01L-B,,,2013,0,0,0,0,0,36,RINGWIDTH,1,CO-ABLA-L-01L-both.tif,5/2/2014 9:45,,,3879 11046 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],3297.0000 3294.0000 3390.0000 10350.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,149.0739,0.479,2.983,3.132,2.941,3.83,3.809,3.978,4.056,3.549,3.018,2.32,3.829,4.076,4.007,3.596,3.358,3.287,3.016,3.162,3.21,4.186,5.309,6.941,6.414,4.877,7.063,4.094,5.24,3.868,3.441,4.117,3.563,4.507,2.029,4.219,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,ABLA,L,02H,A,02H-A,CO-ABLA-L-02H-A,,,2013,0,0,0,0,0,68,RINGWIDTH,1,CO-ABLA-L-02H-BOTH.tif,5/2/2014 9:46,,,2422 11381 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],414.0000 8240.0000 284.0000 316.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,167.7054,0.504,1.542,1.753,1.714,2.073,2.409,1.817,1.458,2.176,1.459,1.009,0.803,1.669,1.965,2.637,3.032,2.793,2.137,2.433,2.412,3.005,2.836,2.729,2.644,2.641,3.079,2.742,2.24,1.499,1.413,1.434,1.861,2.412,2.009,3.451,2.783,2.215,3.058,3.396,3.164,2.581,2.988,3.29,4.145,4.124,3.776,2.894,4.029,3.866,3.046,2.941,2.805,2.067,2.338,1.939,1.972,1.435,1.888,2.786,3.755,3.86,2.531,1.741,1.733,1.677,1.699,1.251,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,ABLA,L,02H,B,02H-B,CO-ABLA-L-02H-B,,,2013,0,0,0,0,0,68,RINGWIDTH,1,CO-ABLA-L-02H-BOTH.tif,5/2/2014 9:46,,,2422 11381 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],1903.0000 10139.0000 2085.0000 1121.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,190.3962,0.289,1.773,2.136,1.947,2.497,2.875,2.75,1.989,2.285,1.606,1.289,0.697,1.983,2.113,2.538,3.005,2.744,2.048,2.322,2.153,2.43,2.304,2.375,2.375,2.776,3.556,3.118,3.188,2.41,2.158,2.035,1.555,1.348,1.246,2.048,2.597,2.029,2.793,3.108,3.131,2.709,2.793,3.025,4.062,4.633,4.38,4.634,4.735,3.961,3.804,3.826,2.781,2.066,2.338,2.531,2.407,2.078,2.006,3.326,4.403,4.284,3.046,1.788,1.642,1.648,2.195,1.334,8.621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,ABLA,L,03H,A,03H-A,CO-ABLA-L-03H-A,,,2013,0,0,0,0,0,73,RINGWIDTH,1,CO-ABLA-L-03H-BOTH.tif,5/2/2014 9:48,,,925 11913 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],420.0000 6930.0000 374.0000 356.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,138.5049,0.097,0.664,0.954,0.941,1.15,1.36,1.444,1.172,1.32,1.049,1.118,0.823,1.485,1.551,1.721,2.126,1.941,1.902,1.978,1.66,1.364,1.898,2.067,2.342,1.899,2.526,2.204,2.225,2.147,1.856,2.048,2.13,2.428,1.585,1.778,2.031,2.01,1.693,1.82,1.904,1.374,1.734,2.009,2.323,2.602,1.947,1.967,2.136,2.39,2.814,2.687,2.053,1.82,1.672,2.391,2.01,1.82,1.69,2.176,2.261,1.799,1.735,1.816,1.619,2.459,2.334,2.121,2.375,2.212,2.546,1.851,2.951,0.491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,ABLA,L,03H,B,03H-B,CO-ABLA-L-03H-B,,,2013,0,0,0,0,0,73,RINGWIDTH,1,CO-ABLA-L-03H-BOTH.tif,5/2/2014 9:48,,,925 11913 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],409.0000 7197.0000 433.0000 11727.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,95.8625,0.077,0.279,0.316,0.253,0.466,0.444,0.444,0.423,0.38,0.359,0.486,0.359,0.592,0.612,0.718,0.949,0.653,0.646,0.664,0.913,0.646,0.729,0.813,1.115,0.944,1.271,1.126,1.211,0.824,0.929,1.115,1.404,1.429,1,1.02,1.156,1.257,1.029,0.964,0.862,0.886,1.119,1.419,1.92,2.056,1.903,2.228,1.909,2.015,1.956,1.622,2.144,2.001,1.623,1.889,1.848,1.853,1.404,1.734,1.867,1.556,1.519,1.683,1.749,2.071,2.099,1.908,2.146,1.745,2.085,2.06,2.591,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,ABLA,L,03L,B,03L-B,CO-ABLA-L-03L-B,,,2013,0,0,0,0,0,111,RINGWIDTH,1,CO-ABLA-L-03L-both.tif,5/2/2014 9:47,,,4745 10101 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],636.0000 9753.0000 513.0000 2265.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,158.4779,0.136,0.598,0.705,0.682,1.175,1.321,1.262,1.224,1.152,0.832,0.777,0.877,1.106,1.203,1.376,1.301,1.133,1.091,1.81,1.534,1.867,1.736,1.663,1.595,1.742,1.805,1.778,2.09,1.687,1.844,2.098,1.873,1.553,1.521,1.348,1.41,1.597,1.763,1.782,1.6,1.322,1.505,1.688,2.563,2.917,2.217,2.266,1.826,1.427,1.431,1.14,0.801,0.76,0.823,0.844,1.012,1.162,0.884,1.031,0.97,0.865,0.951,0.824,0.867,0.931,0.952,0.782,0.697,0.801,0.674,0.738,0.76,1.035,0.841,0.799,0.88,0.752,0.752,0.77,0.725,0.692,0.692,0.717,0.632,0.715,0.547,0.61,0.673,0.883,0.841,1.027,0.932,1.091,1.154,1.16,1.18,1.097,1.106,1.119,1.345,1.711,1.745,1.895,1.345,1.948,1.995,2.615,1.694,0.967,1.935,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,ABLA,L,03L,A,03L-A,CO-ABLA-L-03L-A,,,2013,0,0,0,0,0,116,RINGWIDTH,1,CO-ABLA-L-03L-both.tif,5/2/2014 9:47,,,4745 10101 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],4392.0000 10036.0000 4358.0000 2036.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,169.2928,0.095,0.434,0.539,0.626,0.952,1.354,1.162,0.952,0.931,0.74,0.805,0.804,0.887,0.993,0.885,0.715,0.537,0.663,1.114,0.612,0.972,1.119,1.1,1.521,1.689,2.194,2.279,2.519,2.105,1.841,1.988,1.888,1.939,1.756,2.164,2.197,2.272,2.731,2.897,2.511,2.078,1.986,1.814,2.62,3.592,2.536,2.553,2.4,2.288,2.502,2.085,1.535,1.218,0.905,0.926,0.907,0.676,0.688,1.238,1.206,1.121,1.079,1.12,1.203,1.268,1.561,1.163,1.097,1.374,1.113,1.135,1.179,1.365,1.271,1.004,0.942,1.023,0.875,1.063,0.921,1.235,1.465,1.441,1.126,1.046,0.938,1.025,1.128,1.355,1.063,1.274,0.963,1.092,0.987,1.074,0.907,1.162,1.269,1.142,1.375,1.586,1.661,2.095,1.211,1.614,1.375,1.603,1.099,0.792,1.132,1.079,1.142,1.351,1.304,1.37,3.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
