State,Species,Elev,Tree,Core,TreeID,Tag,Path identification,Site identification,YearLastRing,Sapwood,Tree height,Tree age,SectionHeight,User variable,RingCount,DataType,OffsetToNext,ImageName,Analysis Date Time,Acquisition Date Time,Modified Date Time,ImageSizeH V NBits Channel,CalibMethod XCal YCal EditedDendro,ScannerCamera Make Model Software,LensFocLength [35mm],PathBegX BegY EndX EndY Width,RingBoundary AutoMan Meth Precise,EarlywoodDef,DensActive Media Calib,DensNSteps MatDens Interpol SampleThick,DensStepsThick,DensStepsLightInt,DensStepsWoodDens,DiskArea,DiskPerim,DiskAvgDiam,DiskFormCoef,CompWoodArea,VoidArea,PathLength,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,POTR,M,A-T3,a,A-T3-a,POTR-M-A-T3-a,,,2014,0,0,0,0,0,109,RINGWIDTH,1,NotAFile,4/20/15 16:32,                   ,,3203 11473 8 RGB,Intr 0.015826 0.015871 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],544.0000 11265.0000 690.0000 1101.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,161.33,3.952,3.513,2.755,3.467,3.563,2.719,3.588,3.265,2.825,3.23,2.368,3.006,2.282,3.55,3.563,3.458,2.885,2.229,2.313,2.141,3.155,3.373,3.147,1.961,2.646,2.613,2.292,1.986,2.072,1.857,1.92,2.424,2.847,2.676,1.775,2.192,1.995,1.365,0.937,0.565,0.987,1.31,1.491,1.471,1.159,1.286,1.083,1.344,1.38,1.332,1.383,1.011,1.527,1.171,0.891,0.999,0.904,1.145,0.84,1.107,1.315,0.57,0.982,0.794,0.935,1.128,0.571,0.73,0.792,1.032,1.396,0.746,0.628,1,0.872,0.618,0.538,0.412,0.728,0.553,0.254,0.491,0.585,0.618,0.397,0.821,0.696,0.661,0.825,0.55,0.316,0.377,0.552,0.521,0.158,0.501,0.522,0.468,0.437,0.585,0.555,0.665,0.568,0.396,0.11,0.3,0.457,0.379,0.623,,,,,,,,,,,,,,,,,,,,,
CO,POTR,M,A-T3,b,A-T3-b,POTR-M-A-T3-b,,,2014,0,0,0,0,0,72,RINGWIDTH,1,NotAFile,4/20/15 16:32,                   ,,3203 11473 8 RGB,Intr 0.015826 0.015871 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],2570.0000 10728.0000 2701.0000 6653.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,64.7078,9.011,3.09,0.769,0.557,2.2,1.959,1.599,1.556,1.559,1.489,1.709,1.432,1.163,0.959,0.803,1.835,1.048,1.294,1.042,1.025,1.021,0.712,0.872,0.699,0.317,0.988,0.567,0.738,0.746,0.309,0.429,0.697,0.5,0.612,0.398,0.549,0.867,0.756,0.661,0.674,0.377,0.581,0.491,0.395,0.3,0.3,0.523,0.346,0.428,0.484,0.322,0.435,0.497,0.35,0.444,0.695,0.374,0.193,0.467,0.316,0.435,0.632,0.592,0.589,0.695,0.472,0.534,0.193,0.35,0.267,0.27,0.567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,POTR,M,B-T1,a,B-T1-a,POTR-M-B-T1-a,,,2014,0,0,0,0,0,115,RINGWIDTH,1,NotAFile,4/20/15 17:00,                   ,,2402 12819 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],617.0000 10710.0000 414.0000 575.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,214.5136,0.132,1.419,1.195,2.123,1.895,4.41,3.767,1.955,2.481,2.251,1.805,2.888,2.844,2.024,2.557,2.259,2.451,2.085,2.001,1.48,2.52,1.931,1.767,1.455,1.947,1.989,2.995,2.144,1.797,2.422,2.212,1.388,1.701,1.797,1.521,1.728,1.744,2.602,2.381,1.875,2.094,1.752,1.351,0.71,0.762,1.504,1.125,1.072,2.292,1.34,1.707,1.749,1.668,1.685,2.133,2.147,1.602,2.263,1.616,1.585,0.711,1.412,1.682,1.707,1.723,1.656,1.688,1.599,1.854,2.102,1.854,1.434,0.97,1.585,0.542,1.152,1.28,1.027,1.591,1.59,1.694,1.921,1.933,2.878,2.033,1.366,0.786,1.258,1.472,1.029,1.385,1.406,1.393,1.69,1.457,2.02,2.251,2.535,2.22,1.841,1.989,1.968,1.132,1.416,1.048,2.072,2.751,2.641,2.018,1.58,1.364,2.03,1.293,1.267,0.583,,,,,,,,,,,,,,,
CO,POTR,M,B-T1,b,B-T1-b,POTR-M-B-T1-b,,,2014,0,0,0,0,0,115,RINGWIDTH,1,NotAFile,4/20/15 17:00,                   ,,2402 12819 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],2034.0000 12216.0000 1880.0000 1438.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,228.1008,0.948,1.567,1.669,1.437,3.022,2.371,4.5,3.479,2.862,2.965,2.83,2.792,3.763,3.705,2.766,3.53,2.772,3.242,2.899,2.703,2.373,3.981,3.592,2.177,1.801,2.573,1.971,2.709,2.972,1.953,2.686,1.91,1.257,1.671,1.892,1.142,1.841,1.999,2.191,2.443,1.64,1.841,1.752,1.33,0.95,2.071,1.732,2.031,2.071,1.654,2.474,2.543,2.227,2.549,1.871,2.093,1.725,2.604,1.9,1.729,1.005,1.187,1.719,1.736,2.004,2.164,2.076,2.063,2.54,2.666,2.416,1.946,1.541,1.865,0.952,1.136,1.056,0.803,1.606,1.63,1.748,1.921,1.754,2.243,2.114,1.183,0.732,1.217,1.331,0.993,1.501,1.587,1.543,1.627,1.434,1.733,1.692,1.946,1.27,0.909,1.301,1.206,0.783,0.861,1.33,1.242,1.209,1.608,1.182,0.677,1.11,0.873,0.969,0.805,0.694,,,,,,,,,,,,,,,
CO,POTR,M,B-T3,a,B-T3-a,POTR-M-B-T3-a,,,2014,0,0,0,0,0,111,RINGWIDTH,1,NotAFile,4/21/15 10:03,                   ,,2362 13488 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],414.0000 13284.0000 327.0000 1656.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,243.8287,0.419,0.717,0.799,1.404,1.214,1.162,1.252,1.499,1.469,1.592,1.248,1.353,1.247,1.645,1.823,1.161,1.438,1.817,2.01,1.968,2.136,2.327,1.862,1.936,2.008,1.839,1.606,1.851,1.181,1.166,1.713,1.82,1.647,1.517,0.802,0.888,0.867,0.635,1.439,1.138,1.504,2.134,1.367,2.277,1.735,2.09,2.454,2.633,2.037,2.265,2.206,2.673,1.878,2.231,2.455,2.666,2.996,2.706,2.74,2.82,2.518,2.468,2.568,2.831,2.634,2.639,3.528,4.307,1.894,2.116,1.775,1.481,1.099,1.428,1.749,1.734,1.394,2.024,1.968,1.579,1.798,1.121,1.411,1.373,1.034,1.711,2.218,1.797,2.75,3.137,2.452,3.021,2.276,2.001,2.668,3.293,2.742,3.084,2.824,3.283,2.535,3.887,2.864,3.761,4.185,2.415,2.746,4.185,3.583,4.648,4.254,,,,,,,,,,,,,,,,,,,
CO,POTR,M,B-T3,b,B-T3-b,POTR-M-B-T3-b,,,2014,0,0,0,0,0,120,RINGWIDTH,1,NotAFile,4/21/15 10:03,                   ,,2362 13488 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],1853.0000 11926.0000 1635.0000 718.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,237.2217,0.644,1.008,1.207,1.714,1.755,1.65,1.819,1.951,1.546,1.66,1.237,1.188,1.187,1.524,1.195,0.959,1.204,1.959,1.832,1.957,1.821,1.822,1.301,1.33,1.352,1.204,1.498,1.691,1.194,1.52,2.157,1.858,1.082,1.153,1.208,1.307,1.347,1.065,1.304,1.755,1.064,1.988,1.505,5.857,0.325,1.631,1.798,1.775,0.834,0.816,0.378,0.781,0.36,0.548,0.75,0.608,2.36,1.754,1.789,2.256,2.366,0.142,1.562,1.887,1.741,1.936,1.95,2.291,2.184,1.649,1.321,1.5,1.067,1.135,0.698,0.8,1.406,1.969,2.157,1.348,1.875,2.074,1.662,1.857,1.245,1.936,2.013,1.522,2.136,2.803,2.168,2.818,3.245,1.878,2.266,2.131,2.716,3.876,4.289,3.28,2.896,2.495,2.59,2.034,2.301,2.009,2.95,3.698,2.373,1.95,2.759,2.918,3.438,3.672,2.182,2.123,1.285,1.875,3.075,2.44,,,,,,,,,,
CO,POTR,M,C-T4,a,C-T4-a,POTR-M-C-T4-a,,,2014,0,0,0,0,0,94,RINGWIDTH,1,NotAFile,4/21/15 10:22,                   ,,2303 10259 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],420.0000 9479.0000 404.0000 2286.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,138.9356,0.74,0.625,1.078,0.929,0.758,0.443,0.754,0.931,0.867,0.605,0.626,0.523,0.477,0.501,0.775,0.692,1.137,1.162,1.754,1.69,1.501,1.945,1.561,1.862,2.41,2.346,2.412,2.815,1.433,1.683,0.776,0.692,0.36,0.508,0.712,0.603,0.548,0.428,0.674,0.711,0.695,1.199,1.008,1.22,1.502,1.731,1.503,2.247,2.209,2.639,2.717,2.348,2.024,2.262,2.009,1.966,2.233,2.13,1.386,1.13,1.227,1.294,0.874,0.519,0.618,0.662,0.569,1.193,1.907,1.448,2.019,1.207,1.051,1.534,1.159,1.093,1.626,1.331,1.013,1.173,1.406,1.05,1.095,1.468,1.964,2.024,1.571,1.678,2.511,2.521,2.442,2.982,3.209,3.778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,POTR,M,C-T4,b,C-T4-b,POTR-M-C-T4-b,,,2014,0,0,0,0,0,129,RINGWIDTH,1,NotAFile,4/21/15 10:22,                   ,,2303 10259 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],1775.0000 8497.0000 1724.0000 779.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,161.19,0.701,0.715,0.825,1.081,0.674,0.378,0.612,0.691,0.627,0.508,0.508,0.548,0.441,0.635,0.967,0.91,0.778,0.758,1.036,1.251,1.058,1.013,0.841,0.862,0.695,0.402,0.739,0.738,0.653,1.03,1.111,1.132,0.594,0.589,0.821,1.06,0.931,0.866,0.97,0.826,0.765,1.121,1.068,1.438,1.603,1.119,1.023,1.525,1.486,2.88,2.524,2.751,1.946,1.041,0.973,1.598,1.709,2.073,1.237,1.913,1.067,0.573,0.671,0.628,0.43,0.42,0.562,0.384,0.471,0.342,0.381,0.288,0.398,0.718,0.864,0.739,1.144,0.806,1.036,0.461,0.487,0.539,0.676,0.565,0.771,1.333,1.085,1.837,1.002,0.856,1.158,0.879,0.873,1.101,1.269,0.983,1.128,1.071,0.494,0.841,1.299,1.943,1.676,1.339,1.259,1.443,0.974,1.779,2.146,2.308,2.087,2.577,0.812,0.549,0.853,0.834,1.791,1.191,1.059,0.873,1.504,1.056,1.806,2.594,3.153,3.4,1.488,2.693,5.041,
CO,POTR,M,C-T8,a,C-T8-a,POTR-M-C-T8-a,,,2014,0,0,0,0,0,39,RINGWIDTH,1,NotAFile,4/21/15 10:42,                   ,,2185 8742 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],360.0000 8290.0000 413.0000 5550.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,57.993,1.06,1.123,1.775,2.06,0.963,0.742,0.879,1.579,1.452,0.705,0.648,0.685,0.627,0.622,0.924,0.844,1.132,0.909,1.961,3.007,1.761,2.734,2.751,2.364,1.991,0.818,0.941,0.718,0.582,0.998,1.495,2.016,1.77,2.199,2.647,0.858,0.718,0.799,4.101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,POTR,M,C-T8,b,C-T8-b,POTR-M-C-T8-b,,,2014,0,0,0,0,0,115,RINGWIDTH,1,NotAFile,4/21/15 10:42,                   ,,2185 8742 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],1792.0000 7279.0000 1704.0000 274.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,148.2473,0.985,0.983,1.809,1.818,0.957,0.554,1.239,1.338,0.698,0.39,0.642,0.239,0.574,0.461,0.521,0.526,0.944,1.099,1.725,1.897,1.135,1.373,0.704,0.463,0.464,0.613,0.337,0.568,0.581,0.148,0.594,0.641,0.634,1.425,0.837,0.993,0.755,0.626,0.951,0.815,1.1,1.179,1.046,0.917,1.18,1.319,0.927,1.296,1.255,1.644,1.532,0.863,1.304,2.24,1.221,2.069,1.817,1.338,1.166,0.714,0.386,0.382,0.354,0.459,0.326,0.663,0.494,0.352,0.42,0.291,0.283,0.338,0.648,0.724,0.615,1.33,1.174,0.959,0.613,0.451,0.718,0.576,0.476,1.099,1.7,1.161,1.298,0.857,1.161,1.293,0.939,1.164,1.521,1.488,0.72,0.711,0.423,0.811,0.749,1.071,1.183,1.365,2.012,1.445,1.78,2.866,2.145,1.414,1.328,1.701,1.359,1.005,1.285,1.782,0.549,,,,,,,,,,,,,,,
