State,Species,Band,Pair,Comp,Tag,Lat,Long,Elev,Slope,Aspect,DBH,Bark,BAF,ABLA_L,ABLA_R,ABLA_G,PSME_L,PSME_R,PSME_G,PIEN_L,PIEN_R,PIEN_G,Pinus_sp_L,Pinus_sp_R,Pinus_sp_G,PIMO_L,PIMO_R,PIMO_G,LAOC_L,LAOC_R,LAOC_G,TSHE_L,TSHE_R,TSHE_G,THPL_L,THPL_R,THPL_G,ABGR?_L,ABGR?_R,ABGR?_G,PIAL_L,PIAL_R,PIAL_G,PICO_L,PICO_R,PICO_G,Pop_sp_L,Pop_sp_R,Pop_sp_G,BA_tot,BA_sameL,BA_sameLR,BA_sameRG,BA_same_all,BA_otherL,BA_otherLR,BA_otherRG,BA_other_all,BA_totL,BA_totR,BA_totG,ABLA_5,ABLA_5d,PSME_5,PSME_5d,PIEN_5,PIEN_5d,Pinus_sp_5,Pinus_sp_5d,LAOC_5nw,LAOC_5dnw,PIMO_5,PIMO_5d,TSHE_5,TSHE_5d,THPL_5,THPL_5d,ABRG?_5,ABRG?_5d,PICO_5,PICO_5D,PIAL_5,PIAL_5d,in5_tot,in5_L,in5_same,in5_sameL,in5_other,in5_otherL,p_bot(of canopy),p_top(of canopy),p_base(ref),dist,Height,N_Cr,p_taller,pic_N,pic_S,ABLA_r1,ABLA_r2,ABLA_r3,ABLA_r4,ABLA_rt,ABLA_rdead,PSME_r1,PSME_r2,PSME_r3,PSME_r4,PSME_rt,PSME_rdead,PIEN_r1,PIEN_r2,PIEN_r3,PIEN_r4,PIEN_rdead,PIMO_r1,PIMO_r2,PIMO_r3,PIMO_r4,PIMO_rdead,LAOC_r1,LAOC_r2,LAOC_r3,LAOC_r4,LAOC_rdead,TSHE_r1,TSHE_r2,TSHE_r3,TSHE_r4,TSHE_r5,TSHE_rdead,THPL_r1,THPL_r2,THPL_r3,THPL_r4,THPL_r5,THPL_rdead,ABGR?_r1,ABGR?_r2,ABGR?_r3,ABGR?_r4,ABGR?_rdead,PIAL_r1,PIAL_r2,PIAL_r3,PIAL_r4,PIAL_rdead,Pinus_sp_r1,Pinus_sp_r2,Pinus_sp_r3,Pinus_sp_r4,Pinus_sprdead,PICO_R1,PICO_R2,PICO_R3,PICO_R4,PICO_R5,PICO_RD
MT,ABLA,H,11,C,ABLA-H-11C,48.6259,113.83643,2153,53.4,270,19.7,0.7,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40,0,40,0,0,0,0,40,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,0,0,16.4,47.1,-9,10,5.61,3,0.95,1048,1049,12,22,4,7,0,"3,",0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,2,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA
MT,ABLA,H,11,N,ABLA-H-11N,48.6258,113.83646,2153,64.7,270,21,0.9,5,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,65,65,5,70,0,0,0,0,65,0,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,7,6,0,0,26.8,61.7,8.1,10,5.36,1,1,1050,1051,10,27,8,5,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,1,0,NA,0,0,0,0,NA,0,0,0,0,0,NA
MT,ABLA,H,12,C,ABLA-H-12C,48.62565,113.83677,2144,39.4,240,19.8,0.8,5,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,130,135,10,140,0,0,0,0,130,5,5,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,22,23,22,0,0,-1.4,24.6,-18.4,12,5.16,2,0.4,1052,1053,15,36,8,14,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA
MT,ABLA,H,12,N,ABLA-H-12N,48.62563,113.83694,2139,33.7,240,18.7,0.8,5,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,70,70,5,75,0,0,0,0,70,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,0,0,18.6,75.8,6.5,10,6.93,0,1,1054,1055,9,25,13,10,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA
MT,ABLA,L,1,C,ABLA-L-1C,48.61662,113.84689,1645,34.7,270,24.5,1,10,6,0,2,5,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,60,60,20,80,110,110,0,110,170,0,20,0,0,1,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,8,6,25.6,216,-22,11,26.18,4,0.8,737,738,7,11,2,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,ABLA,L,1,N,ABLA-L-1N,48.61646,113.84699,1645,34,240,37.4,1.1,10,6,0,2,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,60,60,20,80,90,90,0,90,150,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,2.3,154,-12.6,11,18.326,1,1,735,736,10,7,1,1,0,,17,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,ABLA,L,2,C,ABLA-L-2C,48.61768,113.84716,1633,47.3,280,19.5,0.8,10,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,120,120,10,130,10,10,0,10,130,0,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,17,17,0,0,25.3,142,-33.9,10,17.59,2,0.9,745,746,22,19,8,13,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,ABLA,L,2,N,ABLA-L-2N,48.61761,113.84709,1628,33.4,275,18.7,0.5,10,8,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,80,80,10,90,30,30,0,30,110,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,0,0,41.7,140,-8.2,11,16.302,0,0.75,743,744,6,16,6,10,0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,ABLA,L,3,C,ABLA-L-3C,48.61854,113.84627,1649,64.6,280,20.5,0.5,10,1,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,110,10,30,30,40,70,70,0,70,80,20,10,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,2,1,5,5,43.7,129,-4.3,11,14.663,3,0.8,753,754,8,9,2,4,0,,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,ABLA,L,3,N,ABLA-L-3N,48.61841,113.84622,1642,66.7,275,20.1,0.6,10,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,80,30,40,20,50,30,30,0,30,60,10,10,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,2,2,51.2,126,-11.2,12,16.464,0,0.75,751,752,12,36,5,3,0,,1,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,ABLA,L,4,C,ABLA-L-4C,48.61929,113.84755,1612,66.9,255,20.7,0.7,10,7,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,180,70,80,60,130,50,50,0,50,120,10,50,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,10,7,1,1,34.8,136,-11.8,10,14.78,3,0.8,767,768,0,0,1,0,0,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,ABLA,L,4,N,ABLA-L-4N,48.61944,113.84765,1597,54.2,250,21.8,0.8,10,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,90,10,10,0,10,80,80,0,80,90,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,4,44.4,167,-11.9,10,17.89,1,0.8,769,770,3,0,1,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,ABLA,L,5,C,ABLA-L-5C,48.61784,113.84756,1613,50.5,295,20.4,0.5,10,3,0,0,2,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,30,30,0,30,190,190,0,190,220,0,0,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,15,15,36.4,106,-25.1,12,15.732,5,0.3,771,772,0,2,3,2,0,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,ABLA,L,5,N,ABLA-L-5N,48.61778,113.84763,1613,51.8,270,20.5,0.5,10,3,0,1,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,30,30,10,40,100,100,0,100,130,0,10,2,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,13,2,2,11,11,64.9,146,-0.5,12,17.58,2,0.5,773,774,1,1,1,0,0,,12,14,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,ABLA,L,6,C,ABLA-L-6C,48.61511,113.84821,1577,36.1,225,21.8,0.8,10,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,180,10,10,0,10,170,170,0,170,180,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,9,1,1,8,8,95.7,113,-6.3,18,21.474,4,0.75,876,877,2,2,0,0,0,,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,ABLA,L,6,N,ABLA-L-6N,48.61521,113.84795,1587,47.2,220,22.8,1,10,2,2,5,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,180,20,40,70,90,90,90,0,90,110,20,50,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,13,6,7,1,6,5,57.3,126,-9.6,13,17.628,1,0.9,874,875,14,2,2,1,0,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,ABLA,L,7,C,ABLA-L-7C,48.61558,113.84765,1584,49.3,235,30.2,0.9,10,3,1,3,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,30,40,40,70,160,160,0,160,190,10,30,5,2,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,7,5,10,10,63.4,104,5.6,23,22.632,5,1,888,889,4,3,1,0,0,,5,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,ABLA,L,7,N,ABLA-L-7N,48.61556,113.84745,1593,46.4,230,28.6,0.9,10,1,0,1,10,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,170,10,10,10,20,150,150,0,150,160,0,10,1,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1,1,7,7,41.2,69.2,-10.9,21,16.821,3,0.6,886,887,2,3,1,1,0,,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,ABLA,L,8,C,ABLA-L-8C,48.61569,113.84685,1623,34.5,225,23.3,0.8,10,9,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,270,90,90,0,90,180,180,0,180,270,0,0,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,12,2,2,10,10,52.9,100,-7.7,21,22.617,3,90,890,891,0,0,0,1,0,,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,ABLA,L,8,N,ABLA-L-8N,48.61581,113.84695,1625,31.5,225,23,1.1,10,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,130,30,30,0,30,90,100,10,100,120,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,37.7,87.4,3.4,24,20.16,0,100,892,893,6,9,1,2,0,,12,9,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,ABLA,L,9,C,ABLA-L-9C,48.61624,113.84763,1612,33.8,240,27.6,0.9,10,7,0,2,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,70,70,20,90,90,90,0,90,160,0,20,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,8,7,1,1,41.4,96.4,-4.9,22,22.286,3,90,900,901,0,2,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,ABLA,L,9,N,ABLA-L-9N,48.61625,113.8475,1614,43.8,240,25.4,0.7,10,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,50,50,0,50,30,30,0,30,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,33.9,99.4,-0.9,21,21.063,0,90,898,899,1,3,1,0,0,,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,ABLA,L,10,C,ABLA-L-10C,48.61726,113.84732,1601,33.91,260,22.1,0.9,10,10,0,1,5,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,100,100,10,110,60,60,40,100,160,0,50,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,6,5,2,2,41.7,82.1,-6.4,20,17.7,3,30,906,907,3,3,6,5,0,"4,3",4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,ABLA,L,10,N,ABLA-L-10N,48.61721,113.84757,1598,33.71,280,23.9,0.8,10,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,30,30,0,30,80,80,0,80,110,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,2,2,30.1,64,0.5,17,10.795,1,30,908,909,9,6,3,2,0,"3,3",3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,ABLA,L,11,C,ABLA-L-11C,48.61773,113.84765,1590,51.81,275,20.8,0.9,10,9,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,90,90,0,90,30,30,10,40,120,0,10,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,8,8,2,2,62,110,-12.4,14,17.136,3,40,910,911,0,2,0,1,0,NA,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,ABLA,L,11,N,ABLA-L-11N,48.61759,113.84759,1590,49.6,265,21.4,0.8,10,8,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,80,80,50,130,10,10,0,10,90,0,50,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,8,5,0,0,59.9,119,1.4,16,18.816,2,80,912,913,0,5,1,2,0,NA,9,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,ABLA,L,12,C,ABLA-L-12C,48.61739,113.84824,1584,40.3,260,27.1,0.9,10,7,0,0,4,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,70,70,0,70,80,80,10,90,150,0,10,5,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,5,5,3,3,49.5,97.8,11,25,21.7,5,75,970,971,3,3,3,1,0,NA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,ABLA,L,12,N,ABLA-L-12N,48.61754,113.84849,1577,47.2,260,24.3,0.9,10,1,0,0,4,0,3,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,10,10,0,10,90,90,30,120,100,0,30,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,1,1,16.2,79.4,-9.2,18,15.948,0,100,968,969,4,8,9,6,0,NA,6,6,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,ABLA,L,13,C,ABLA-L-13C,48.61618,113.8491,1574,30.6,250,23.9,0.9,10,8,0,0,5,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,80,80,0,80,160,160,0,160,240,0,0,6,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,6,6,4,4,22.2,75.4,-3.8,25,19.8,5,25,972,973,1,1,0,0,0,NA,3,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,ABLA,L,13,N,ABLA-L-13N,48.61628,113.84901,1576,27,250,24.1,0.8,10,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,40,40,10,50,70,70,0,70,110,0,10,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,2,2,2,34,97.5,-3.4,20,20.18,1,800,974,975,19,14,4,0,0,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,ABLA,M,1,C,ABLA-M-1C,48.6218,113.8419,1888,37.2,230,26.5,0.5,10,15,1,0,0,0,0,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,150,160,10,160,50,50,10,60,200,10,10,10,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,10,10,3,2,10.1,139,-6.7,13,18.941,4,1,777,778,6,16,8,6,0,NA,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MT,ABLA,M,1,N,ABLA-M-1N,48.622,113.84203,1893,33.3,230,24.1,0.6,10,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,100,100,10,110,10,10,0,10,110,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0,30.8,115,-6.6,12,14.592,1,1,775,776,7,9,1,3,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,ABLA,M,2,C,ABLA-M-2C,48.62136,113.84151,1894,37.8,240,23.9,0.4,10,11,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,110,110,10,120,20,20,0,20,130,0,10,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,10,9,0,0,40.8,153,-5.9,11,17.479,2,0.8,781,782,14,10,12,3,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MT,ABLA,M,2,N,ABLA-M-2N,48.62142,113.84144,1896,46.6,225,22.1,0.5,10,5,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,50,20,70,30,30,0,30,80,0,20,3,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,3,2,2,25.6,118,0.6,11,12.914,0,1,779,780,17,11,4,7,0,NA,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
MT,ABLA,M,3,C,ABLA-M-3C,48.62177,113.84148,1899,39.5,230,22.5,0.8,10,12,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,120,120,10,130,50,50,0,50,170,0,10,12,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,14,12,2,2,50.7,114,-0.3,11,12.573,3,0.75,785,786,16,25,12,12,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
MT,ABLA,M,3,N,ABLA-M-3N,48.62172,113.84138,1899,39.7,245,21.2,0.5,10,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,40,40,0,40,50,50,0,50,90,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,1,1,7,84.8,-1.3,13,11.193,2,0.95,783,784,27,7,2,4,14,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,3,0,0,0,0,0,0
